source_row,variant_code,flags
5810,vmm-28a43baa467f1625aa8d27f65bef5f54d0f2321109234e13613925b25ad6662d,POWER_LABEL_CONFLICT
5811,vmm-08458bc6a93920b45f60484ef54ce6aecae48ee2f653d20cc078ce2d8f1f328b,MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_LABEL_CONFLICT
5819,vmm-e26db41ba2d049d7e6bbd2aa6736a706c1134886dc8194c0c2a6a329dba0e863,MASS_UNKNOWN_OR_OUTLIER
5820,vmm-9786fa93f1a55f1c38ef5b78cee09b61356293c67881e1bf19e1262e4aa0dabb,MASS_UNKNOWN_OR_OUTLIER
5824,vmm-9b45e468d1bf2a55e770d5be74c6885de59e7c64af050daca9b5433b3e5bd560,MASS_UNKNOWN_OR_OUTLIER
5842,vmm-918de03366ece5873a6d49aaf620dc13c1d681cb3362d7803aa81dafaac83f89,ROUNDED_FOR_INTEGER_STORAGE
5844,vmm-42c7ce3babacd343d5291c79588954cb20cd5f77474226a76c86b773d6d8969d,ROUNDED_FOR_INTEGER_STORAGE
5850,vmm-713bd3cd27c879fd8af15c1b398b96c9b3a087dd894b9cb8c3de808f0c434d72,LEGACY_QUOTE_REQUIRED
5851,vmm-9654c4eaf9241ccfd5f089395a78a6d252361f510706c0d5defb54a730f38059,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
5852,vmm-8513aef6daee6f1c0d9a591370da69190ddb3389beb442c4676dc42789453b7b,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
5853,vmm-d27456edf7452380d188e4080b417dc992e5009377df47c46dbdd7bf3215a29e,LEGACY_QUOTE_REQUIRED
5854,vmm-1abe50ba475d03a290331a7186e94cd25f589ee76eea20f9515d6a1950a1848e,LEGACY_QUOTE_REQUIRED
5855,vmm-fbd5b67f94d781322f8635f8edaabf00f53b1e0ca2f899d4a5fda77dd5644254,LEGACY_QUOTE_REQUIRED
5862,vmm-3df610b4b7551092c2b1025aec8c403ba5be26a82c2ef787ed8d7bbf57f5dd87,ROUNDED_FOR_INTEGER_STORAGE
5863,vmm-219cd474ecbe11f3168eab3151dac5f52360a37aa2819796bfd42fbf2ac212f7,ROUNDED_FOR_INTEGER_STORAGE
5867,vmm-bfffad0c95ff53d8f7be9baca26fe4ebd88c1cc44bdab4bfba92765667433b23,ROUNDED_FOR_INTEGER_STORAGE
5868,vmm-a30e29c77861847285517e8c56ab1981c1b238740ade45b0a1673cf7f226cb24,ROUNDED_FOR_INTEGER_STORAGE
5869,vmm-82245d31c0a0525bf93f1867529fb24459ae40c105c909cf37c6301e15be84ec,ROUNDED_FOR_INTEGER_STORAGE
5870,vmm-2f453012cac2a97582a55c79e0d223a775d5e211933fb0df8f8e0e153292cd02,ROUNDED_FOR_INTEGER_STORAGE
5871,vmm-d469420107acd1a6f6c33d433f907b4c0b0920148bb9169f4319e291cdd3e002,LEGACY_QUOTE_REQUIRED
5872,vmm-1b5eb11816fa86a26c41c8ca12ede64bec879ab6e3c03f34017f2985db98f74b,LEGACY_QUOTE_REQUIRED
5873,vmm-1537ff9de01f7318c44038d11d8fd5bcc2b1128ff92f3014d58861ef10507c1d,MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_UNKNOWN;LEGACY_QUOTE_REQUIRED
5874,vmm-e832b8266c70045f5ec6d8b0887f99f965c6025d667150ce71e7dc525c5ab99b,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
5875,vmm-fa05bbe8faf20eac1a72a95d33f01393c84c7489bfd38af29384c1e236699801,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
5876,vmm-637af50cfbf0081455a8f32de9609edfc596bb24b47a464042a306944e1c96e0,LEGACY_QUOTE_REQUIRED
5877,vmm-6172a0af2dd7246766a101123763e8494af077edcdbcedea01aed84995223169,LEGACY_QUOTE_REQUIRED
5878,vmm-48c018e74821abad19e94f09e6dc2683fb7d237319c034bb0d1399a4b1bb942b,LEGACY_QUOTE_REQUIRED
5879,vmm-0740d3fbe9b058e32f2304f867cb3306e4b9896f1962662acad85e2e04ab7d26,LEGACY_QUOTE_REQUIRED
5880,vmm-ae1b6666dd42df5b6262b554792f761f83411d35724042b3fce580c61a1e5dc6,LEGACY_QUOTE_REQUIRED;ROUNDED_FOR_INTEGER_STORAGE
5881,vmm-b582b1a12a15f45c7ce00b47242ade6598964c1f1a837d6f5d9a0787a8d98a08,LEGACY_QUOTE_REQUIRED;ROUNDED_FOR_INTEGER_STORAGE
5883,vmm-63b14838e439c9b9bf4c18027189f11ee26e965a4c68971c4066b26a163360ed,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_UNKNOWN;ROUNDED_FOR_INTEGER_STORAGE
5887,vmm-b8dad54d5846261b73ac008f9bac4e15173b65fb2d1145cc067de82c1d2e4bd1,TRANSMISSION_LABEL_CONFLICT
5890,vmm-bc958d936ef902f725afc00a8fe57f16ceef2f1d20a3443f10193f1d88c44105,MASS_UNKNOWN_OR_OUTLIER
5891,vmm-925c5df61a9be7c20c6d4aafdfd64482d13a0a52e6d43b582d3058ccabaa9428,ROUNDED_FOR_INTEGER_STORAGE
5892,vmm-bdb462639ee1650f586f77f48992d9ebb4786d3af0451e13b2fb43b4fef61a49,ROUNDED_FOR_INTEGER_STORAGE
5895,vmm-d92639ab52b3cea380d2a7ea3c4b4acc106df81aef655c9f3b92687f672fc25b,ROUNDED_FOR_INTEGER_STORAGE
5896,vmm-59fafccacce414bb2744632d54355619549dd4b501ecbf32d0b1856d5845b237,MASS_UNKNOWN_OR_OUTLIER
5897,vmm-44c28f54681f48f7aaa7863e81ee3a1a41a2d9c7e1f219dca7c3f4f5269e614e,MASS_UNKNOWN_OR_OUTLIER;DISPLACEMENT_LABEL_CONFLICT
5898,vmm-c35499c8a94f8ef69f2aa6282b66afafa7bb38e358d65f685d5509f6287940fe,MASS_UNKNOWN_OR_OUTLIER
5899,vmm-4b4be82d7924ef562c6d5cb9287c429627922d7a84acdc4fed6f3b5ac671fed9,MASS_UNKNOWN_OR_OUTLIER
5900,vmm-1b818c750eef4109557582e8e6cad9d939c85c1bc9109b64d5b0e60e3f1d005a,MASS_UNKNOWN_OR_OUTLIER;DISPLACEMENT_LABEL_CONFLICT
5901,vmm-4186caca513b57bf65e2d3864c360e1d0f0b0b795a7f6ceb3cf1e8bc2139b061,MASS_UNKNOWN_OR_OUTLIER;DISPLACEMENT_LABEL_CONFLICT
5917,vmm-98c359cb7e875f7c038680cfea66a0d677b6851e5ecc688e24c39baf1ac94d47,MASS_UNKNOWN_OR_OUTLIER
5918,vmm-82676f87b08e9c0f760143bf2762cad1bb46da288bfe8a57cf1a6fcaed0c9457,MASS_UNKNOWN_OR_OUTLIER;DISPLACEMENT_LABEL_CONFLICT
5939,vmm-f9891b90e40e35ffe1a6b449def73da860025243df777aa1adb911115ddda991,DISPLACEMENT_UNKNOWN_OR_OUTLIER
5940,vmm-4da747541ec558d52990102d256a73784e248fc432aad8d0b995dd9c9c69fb45,DISPLACEMENT_UNKNOWN_OR_OUTLIER;ROUNDED_FOR_INTEGER_STORAGE
5941,vmm-9c63fab09b42762f8b2d412ab439ce1d5b599e6a6d88f7ee951e65bbd5b0f4a8,MASS_UNKNOWN_OR_OUTLIER
5942,vmm-546311f3ee072e3d7d3a93cb7e3e83297e01cbe7e4b7a79d7fad69884e2b5c00,MASS_UNKNOWN_OR_OUTLIER
5970,vmm-ab3fef9bd88eb9a5d4fb37d76c0b5d8a339bbfb44d1f8a4e2d22f9b78ca652c7,MASS_UNKNOWN_OR_OUTLIER
5973,vmm-76fca46e5695f641a13973cb19a58497747460cdd15201790d29fab577aab10a,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
5988,vmm-06f65c38b883ef4af8ea6481a35ab9edc14d5db16e6a592925634a1b080ac38d,POWER_LABEL_CONFLICT
5996,vmm-8010c4f72961ba7650684ecefd667a6268dbc32ecb4bfa7ba8ec4ffa5a85a86d,ROUNDED_FOR_INTEGER_STORAGE
6007,vmm-0a53098fe3dc2a1ec77411a9585e569f37f4c56b56fd343667dbbc0de01e87d2,LEGACY_QUOTE_REQUIRED
6008,vmm-01314a1bc93aaa510cb69349c8709a281b3390e8431d5acb9b5f66909f04936b,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
6009,vmm-95593f324c26f0afb1104b9c490c8a0233bec4251d6cf0b522ea5b5dd2c72be5,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
6010,vmm-584f1deaf877586d1f592bb802071e408b670a4b381721a0dcfcbb9f86aea285,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
6011,vmm-76ae08e449e4282a441b0bb0db2f6abb5099d3bb4174082a3fa395f8f3c27b33,MASS_UNKNOWN_OR_OUTLIER
6014,vmm-85498aef66a48835ce554a1da882f07937a92397521aeda86fedb1a826acf9da,MASS_UNKNOWN_OR_OUTLIER
6015,vmm-162a84ab88c4a4e0e31f277d8d76ea69c4311a5b95dcc069192ce4dd71eefb07,MASS_UNKNOWN_OR_OUTLIER
6016,vmm-8c7f92a46334728f67af0d8305a8771aa93807d25f06351853098eda126fcc10,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER;POWER_UNKNOWN_OR_OUTLIER
6017,vmm-153284247e2899ba594ec68241bf40f4ecd0b85d6f1ac0057082de821d9796f6,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
6023,vmm-320b13c9bcd2fbbeb290e279c5f1d9dff3fa2c1ed259046a2a5703f654f6c1d7,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
6035,vmm-c0c08e032233c73d5f65ca162f066aae6ae41e13537a01d144e4cb8dec0788a2,MASS_UNKNOWN_OR_OUTLIER
6036,vmm-13d7ceec7d160910c4681b23d1fbfc2dd2a1536cd83f02e35519c828883e61ff,MASS_UNKNOWN_OR_OUTLIER
6049,vmm-07df9ebe9c11d8724ab7afdeaa725e7a2a83df4ba79596a9c25368af31036cc3,MASS_UNKNOWN_OR_OUTLIER
6066,vmm-5e200339276998754d73d73608d706ccbc8e4b67e62d5e774e54c2f5b2fb74e2,MASS_UNKNOWN_OR_OUTLIER
6073,vmm-3a62c1a33df44a5dd326b7a2345186144b2fabd5c60da1b2a9e3575ef6debfc1,DISPLACEMENT_LABEL_CONFLICT
6078,vmm-6989d8568200ac343a2ab53d7df72e554ea6ae52988372085d59c27c3b1e36d8,MASS_UNKNOWN_OR_OUTLIER
6084,vmm-e24ffa0c09ab59638fd3262a08ca989d7b97a67cdf916e9f3de098c809686868,MASS_UNKNOWN_OR_OUTLIER
6085,vmm-2c4d7271ee5ea413b3528e32afc4c7e1ba1aba8d555ca451089afa4464349ca9,MASS_UNKNOWN_OR_OUTLIER
6091,vmm-03ad8402374fb6cbc1c3d13827b44a5b416aac8f9881381d06388dd33b541233,MASS_UNKNOWN_OR_OUTLIER
6093,vmm-a9fa1f64d6265d9c859c25e8481aeb224aa304fcc34486da4f3462acdaef7363,MASS_UNKNOWN_OR_OUTLIER;ROUNDED_FOR_INTEGER_STORAGE
6094,vmm-86994d01990ec7d278d5449cd55cdde2adceda3b7871a84dd1d9a8a3ed880fd8,MASS_UNKNOWN_OR_OUTLIER
6095,vmm-c96bf2209ff91c5ae058d77067e7035127f6d1f98118cf505ceb171f54bc22f1,MASS_UNKNOWN_OR_OUTLIER
6096,vmm-2c19ffaaf4aa198939c5738153ba36c4788ade26f5d0ab1b9103322ca21aa616,MASS_UNKNOWN_OR_OUTLIER
6097,vmm-41ed0e54d18f62afdebb3b88e6aee4ca3458321790bdb7db453c65f220a8c685,MASS_UNKNOWN_OR_OUTLIER
6144,vmm-328fe7c82569cb584396f908f69141c65be5ebb4ac5fbbe48c776c34c25bd411,ROUNDED_FOR_INTEGER_STORAGE
6154,vmm-4fbd7ace64329955b6a2d939bc0badc690fbb4d9dc802b9cbfec8ababd63160d,DISPLACEMENT_UNKNOWN_OR_OUTLIER
6155,vmm-54ace31a4c73e0860b74b25884a3dc9298ac6daaa0f499b71a680b8ede35da0e,DISPLACEMENT_UNKNOWN_OR_OUTLIER
6156,vmm-0fd2834755361b299d9e7bbce59977db0f30e6758533daad1fe2a68e6f30dc99,DISPLACEMENT_UNKNOWN_OR_OUTLIER;POWER_LABEL_CONFLICT
6157,vmm-3ea09d763e4d71ebd7adac698f1c1e36f2edc41ab52bf1e5f3d4ab9d3b26b8e6,DISPLACEMENT_UNKNOWN_OR_OUTLIER;POWER_LABEL_CONFLICT
6159,vmm-ca8549f37d3f89389e2b497c4b1d5b48fa78175e5f6650a361ef8bbcbb735e5b,ROUNDED_FOR_INTEGER_STORAGE
6161,vmm-dc888f06e3f4df7b75e0047243ea700e0f673ace22b457008275115f61051f87,ROUNDED_FOR_INTEGER_STORAGE
6163,vmm-09d417a03b70f1e469ccbec3bc37a1e1c6b9c64b0c93a8c1a99cdb4bda53fb1f,ROUNDED_FOR_INTEGER_STORAGE
6165,vmm-cc3af68dc0daf5e7f68b1e61b411c9a67292643ad25f231791a8158a3ff50bec,ROUNDED_FOR_INTEGER_STORAGE
6166,vmm-d88cbf14895f8b594e1c497b54a6a61ce7cf48fa2d8563b39b930683458fd0ee,ROUNDED_FOR_INTEGER_STORAGE
6167,vmm-a6ce682a39ddaaa59fb191333026e3aab45c7636e77f5b3c375f76648eec4c80,ROUNDED_FOR_INTEGER_STORAGE
6170,vmm-06d3aeb788d6da8351adee599cbb06310d2009995204676ac3c150e9421b884c,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
6171,vmm-53c884fc2dd4f44d1bbf6c0b0c5c3c33241b1be8ac40a2f642acdfb1d461c129,TRANSMISSION_LABEL_CONFLICT
6177,vmm-394dfdcca1133aa307670cbf80a9157a0bc936d82eb5542a70a44c3096872a8b,MASS_UNKNOWN_OR_OUTLIER
6184,vmm-bfe0095bea6e3f20db98f5e29317c23a99ab70d57d9a08560f26cfb05af76101,MASS_UNKNOWN_OR_OUTLIER
6185,vmm-42858109bb5afac4435eea6d6ef4ff52b4abb36ec2a751a600cc78118ae3455b,MASS_UNKNOWN_OR_OUTLIER
6186,vmm-ed5c04493467bf32982c9f3a23a086c3c089cec147efdcef364aefc7a94e289d,MASS_UNKNOWN_OR_OUTLIER
6187,vmm-22125ff38a40366b68b2e58ed788a41b2e6ff24f928c8c0991c9a95e2a37b363,MASS_UNKNOWN_OR_OUTLIER;DISPLACEMENT_LABEL_CONFLICT
6195,vmm-914df516a7196be09d72554d27983622d959fe7088be1ceb3bbf57b02707ca07,MASS_UNKNOWN_OR_OUTLIER
6196,vmm-bba454c9dc38e60c21b30c5d199b52c97bbeb39ffc874cdb8b430bdfcc9fa8ff,ROUNDED_FOR_INTEGER_STORAGE
6198,vmm-df48360ad9f2efd6512d36cb55ce38eef6dbfac0e69f3398b230cba88e69c412,ROUNDED_FOR_INTEGER_STORAGE
6200,vmm-9a622ceeb6c884d978f021b733466e15b7800a82001de0941b355339e0869164,DISPLACEMENT_UNKNOWN_OR_OUTLIER
6201,vmm-b198602e8ebcfb37c3636328f3027a916293007079b4e983a34277818dd30ceb,DISPLACEMENT_UNKNOWN_OR_OUTLIER
6202,vmm-13a3139f051536da15fb90c6ee7df85ee975952d008f353f919d524e3fb10e77,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6203,vmm-0d9fba654e03fbb9e0c0e3b0979d3bab67b57f542d2e841b822ac1bd596c5177,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6219,vmm-b73e8e0faa95450b5fe9e3c47d71db122b37fcf3861be55177add824fc849edf,DISPLACEMENT_UNKNOWN_OR_OUTLIER;ROUNDED_FOR_INTEGER_STORAGE
6220,vmm-2bdede161e92897a2b04b0f39b88a0bb5bc6ec18754e00250ed209615bb32cb8,DISPLACEMENT_UNKNOWN_OR_OUTLIER
6221,vmm-1609b6a66a84c60f11dff870812ec859075c9103287fd59f03caf7b6fb5c5c3d,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;ROUNDED_FOR_INTEGER_STORAGE
6222,vmm-ee4cf7c6a7b495d682935ee0ffba608ea6121478843755f13d63f137b5b68068,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6223,vmm-5536858c7be187e06359c9c6fb6c059c9ac619b3e38c329b4524cd133480abb8,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6224,vmm-d09bafbdb5d9d6f3da4d61d42b155d9a5c5772d8795dd6e65c1ef27d0c12083e,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6241,vmm-a79fb686fa6a15f9bfc1dd6ad95c429e8910a9e9c53c9168ed07846a8ec12557,MASS_UNKNOWN_OR_OUTLIER
6243,vmm-f77537d370f4d38d9e5fe8f29eef4e44db494a27669e32d3b6253253eb88b8f2,MASS_UNKNOWN_OR_OUTLIER
6262,vmm-a715cde2d9c0094bbb200285742e96f53b8a9fa6c086ee37d1eaacdefb346872,DISPLACEMENT_UNKNOWN_OR_OUTLIER;ROUNDED_FOR_INTEGER_STORAGE
6263,vmm-e0d9e0db2b30d755e723bb717f05b835c215728695bceb8a9925eb5d58efffcf,DISPLACEMENT_UNKNOWN_OR_OUTLIER
6264,vmm-b16d41d115b4201061a409d24ccf27ab5e74d2038b19b4688af2e49c565f8925,DISPLACEMENT_UNKNOWN_OR_OUTLIER;ROUNDED_FOR_INTEGER_STORAGE
6265,vmm-2c59da9c65fd15359c44631ca59a98edc60ae99cf1612872a984947ab7ba6cb1,MASS_UNKNOWN_OR_OUTLIER
6285,vmm-1e926928460ac1e0a9ee788e0da03b10020fac839c939fead248ff7156c69096,ROUNDED_FOR_INTEGER_STORAGE
6286,vmm-f03ead47a6e1005da1969e390160981a415b5f21c124ad1b823ae4e0432f092e,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6287,vmm-51e805d28fc34c2efc27f7fe6b612b3db1c491d4c6dcdab8fb25efd8b2f9fe18,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6299,vmm-baa2f5ca1f9f83a396aa3e3780e754500dfd1ce7635dd27461ed9f554fabdbe6,DISPLACEMENT_UNKNOWN_OR_OUTLIER
6309,vmm-f8df5191db4da9165deb13a5f5a0e95b9569a6b14a4290a3f6b9a251c85ee120,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
6312,vmm-62c15863e618fa9a0d26e205a4e4be5956a8a4450f00bfc484aae2a0801e5328,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;TRANSMISSION_UNKNOWN
6313,vmm-d5457608e03cc8af78dc8f8095daf4d69c3fb22f53856d155366d7d50dfff827,SOURCE_EV_CYLINDERS_DISCARDED
6332,vmm-5c544b4a4ceadf7b481ce1845dcdf8abcb5811f33be675bdbac512960dcd3d66,MASS_UNKNOWN_OR_OUTLIER;INDUCTION_CONFLICT
6333,vmm-41f3b1273b3510bd1d79a60b0a3e2cd83667eeae10891004d8880f920861e203,ROUNDED_FOR_INTEGER_STORAGE
6340,vmm-b0eb70ee52abf35d7aa12570f24e209044f67232fa602a381e1d44fa31a49e35,LEGACY_QUOTE_REQUIRED
6341,vmm-1bb5a33f63a92dc77d7ea27034a9f7e018d9362de987a3922b66ddcaa4841d69,LEGACY_QUOTE_REQUIRED
6342,vmm-26e76ad8852c65bb195ca3c0d1fd03f2c32ff831152d3c20f828a59a642afe9d,LEGACY_QUOTE_REQUIRED
6343,vmm-85032c61f80f5ab183845b5e26208654eaf820a3fdee27cdf20018158068fdd5,LEGACY_QUOTE_REQUIRED;ROUNDED_FOR_INTEGER_STORAGE
6377,vmm-df522a880ba9aca18858c956f8cd53e0fc7bef4ae3399093f748587b6c222cb4,LEGACY_QUOTE_REQUIRED;ROUNDED_FOR_INTEGER_STORAGE
6378,vmm-833088d8a83ce992ec6d6388d3d0a54815b7ea9cd6783a9447cd5c3b515a7578,LEGACY_QUOTE_REQUIRED
6379,vmm-5b523802860df638231788c54f05d838776e8b31273f31fd004bd080607db3df,LEGACY_QUOTE_REQUIRED
6380,vmm-3e19978f6506253946ae73742a36ad88f80e1100573db372340fefc78d6fe8c4,LEGACY_QUOTE_REQUIRED
6381,vmm-a2beb4f38f004f16044b4610bb5b412e127898a101977f0682faaff1744fbe3d,MASS_UNKNOWN_OR_OUTLIER
6384,vmm-499784b8ccf18f1b8e5e7d858953fe0866c73e3c7ff5997defe200e943a49871,LEGACY_QUOTE_REQUIRED
6385,vmm-b90172ed1372cc97ff1e73d048cf49ba7b156e0a9277055f7d58759ff439f592,LEGACY_QUOTE_REQUIRED
6386,vmm-f52c27ba684a9dede8aa9703b46d7342d4a1ccb92a8830ae7749bd6afe86087f,LEGACY_QUOTE_REQUIRED;ROUNDED_FOR_INTEGER_STORAGE
6387,vmm-a214b15529202dd15cf639b15bda287ee45d5ad39708a84ec59f3fc052f2ba82,LEGACY_QUOTE_REQUIRED
6389,vmm-6a62a2a35a44a5c9031f950537744a6e54aed12687564be1d73f98eae1ed8c97,LEGACY_QUOTE_REQUIRED
6390,vmm-e4bd210cf23974cdf87a898270bdd109d58cecef6a8d83f91c6083b3c5f48b25,DISPLACEMENT_UNKNOWN_OR_OUTLIER
6392,vmm-fed6e2592d17bbe74414ec834995aa89625e00209add8787649fa4f550f81948,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6417,vmm-da7f0a2d19db713ff8e36637c0788f397a551e79fd2a7bef25b66e70d09cc201,MASS_UNKNOWN_OR_OUTLIER
6418,vmm-0ad88645a6faf5250f5925defdfb822a6b7b131de40d3315256f3f8fb822c998,MASS_UNKNOWN_OR_OUTLIER
6419,vmm-d28dbb560b174be641ef259f10d270da3bbaa500307ece8a6cfd6f851b352ee5,MASS_UNKNOWN_OR_OUTLIER
6426,vmm-6bdc8aebf9575e607f7fad801903c98567ae0d381697833f0fd34413da9ca469,MASS_UNKNOWN_OR_OUTLIER
6443,vmm-728d6e06dc24ab3e13fe788b9984edf32da5110aca3659a8f773ca08f1d98ac8,MASS_UNKNOWN_OR_OUTLIER
6465,vmm-9290a49fb1f4da2541c2a94366a8fce59b1372a4e75648596cd439dd3bdee9f2,MASS_UNKNOWN_OR_OUTLIER
6469,vmm-16b4da80951fa947f9658c0eae8e1cef185e8e554c0c421755729994bed18dfe,DISPLACEMENT_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
6470,vmm-da3142d577dea427c5158e202f792713f9b2604983490e4a42619d169fe2e8ff,DISPLACEMENT_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
6471,vmm-6b27004f99fe91545d6f996163d1b77656221df99cb41b68e711778a6e81b64f,DISPLACEMENT_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
6472,vmm-547c41852c7b47aa8a6aa18169ae3d2841a5fc8e92e19aabee0324f6fd09579e,LEGACY_QUOTE_REQUIRED
6473,vmm-434bd35132bfa55a09c1638369a9cf7893990bb879e6b94320f8e6f2c7e34dab,POWER_UNKNOWN_OR_OUTLIER
6479,vmm-94772e511be0978f25473517ec6635bf0155122df7b51f28fa564b6392125a1f,LEGACY_QUOTE_REQUIRED
6480,vmm-fa9ca1282076eaa207b69389f0cf1b9b41062c5a84da2ec21932940a6f678f85,LEGACY_QUOTE_REQUIRED
6481,vmm-d5e82e898246f47db6b9d4412fa245d2bbf567a15434d269cdf557db7131bd28,LEGACY_QUOTE_REQUIRED
6482,vmm-745a8270b576035e6394727cddb0296b9b20d3b31d44e4e1be41d58f985ae8a0,LEGACY_QUOTE_REQUIRED
6483,vmm-cd005df388bf6780377bdfb94c88f42b916e57b5278a5b4b91e647977a65d478,LEGACY_QUOTE_REQUIRED
6484,vmm-160cb1ebdb58d617905bd80ea8769722921c323b1f5d9a71434ff8a6da903007,LEGACY_QUOTE_REQUIRED
6485,vmm-7f2c497ae403d82edfa4bf52c404a14a8601260b3308a78d3d697d13a21c10b0,LEGACY_QUOTE_REQUIRED
6486,vmm-9db7fdd9ecaa9c72d18ecdb16d6fa9c8ce79fd68f5b12f726d49244a04d2e7c3,LEGACY_QUOTE_REQUIRED
6487,vmm-0dce0b9b14af5c9aee8978199c0b6830e2ebacb7206b1b1fa7f333ea4105f39c,LEGACY_QUOTE_REQUIRED
6492,vmm-a85ee5f9c99b61e2cde5a83f15f020419c7601ef545c126fb68b287abeb50d99,LEGACY_QUOTE_REQUIRED
6493,vmm-0f911760fd12852e0d22bcebca0b8ab74ee45ae6693867aa25bf4d7a042e56bd,LEGACY_QUOTE_REQUIRED
6494,vmm-fb8c86b8ba1ad25b318b6de4b1bdb21bd67aeb98661d9cc0b3d23d24ac086350,LEGACY_QUOTE_REQUIRED
6495,vmm-e6e856334a92943e125f5e234fbaf8e7fef50ad865b9fcd472f2476ddd03f8dd,LEGACY_QUOTE_REQUIRED
6496,vmm-225c706cd2a28620792669ec292c24e2f9c246fe35862e959ee97ed4e8c53ef3,LEGACY_QUOTE_REQUIRED
6497,vmm-8f7beb977cbca50f5adaff2effcf5057132486dd7532ef64cb584e798f4559f1,LEGACY_QUOTE_REQUIRED
6498,vmm-7f43df97d304532a97831ddabe15f9184d3e77d6a954024a734ea0006d854878,LEGACY_QUOTE_REQUIRED
6499,vmm-b0b490028692901b484ff4ccf6f56bdbd17880b705626c1155d6488ca0a2e649,LEGACY_QUOTE_REQUIRED
6500,vmm-8966bc79bc1c8ddc8e268e7b0dc8ffa0fcb13593d457dc15ff88637d27552a97,MASS_UNKNOWN_OR_OUTLIER
6501,vmm-c6677773777187eac6089f4a19023a2c98d82e6bafa71f1becdd5ead493fb8d1,MASS_UNKNOWN_OR_OUTLIER
6502,vmm-1a0a1a7badb25ae3ee65eb0b4e0db31c67ef4d8319ccd9cb8c487d2833847f70,MASS_UNKNOWN_OR_OUTLIER
6503,vmm-9ab5768dd70dc4e5143a6095cd1d800281f46c20af6727d433cd91dca381dc91,MASS_UNKNOWN_OR_OUTLIER
6504,vmm-ec4be10bf6a3fc87aeecfd5628813c6f7a4f676eaa88e8792dbc616539be0c32,MASS_UNKNOWN_OR_OUTLIER
6505,vmm-4f84f755a3df246285dcea88b8a317007d35c083e4c6f30979bbe6cdf2b10699,MASS_UNKNOWN_OR_OUTLIER
6506,vmm-ac353babf374038b3ab2ce3242d7f3e98ec4b1f19c048a9cb04a4674dbd93992,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6507,vmm-6ba043d86d727d8c9856ccc7456bc17c20f854321d3e205750694e83e3e2711b,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6508,vmm-73b08503bb3ee92a53893858265a25a0cfaffc40171d0f44d33dc2d0b02bb1b6,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
6510,vmm-1c0d5826d186a288364bd630703a341396a2812debc18686e68dc9e73d1bdf3c,TRANSMISSION_UNKNOWN
6549,vmm-ed5327eb337822c9cc91eb3b3d8b6f3b02cbd73c91641dc3f4ff947775572e8c,LEGACY_QUOTE_REQUIRED
6550,vmm-e55c4d4535bfff2db2bb0787d8b4930558e7a22a459158115bf2debdb2c30341,LEGACY_QUOTE_REQUIRED
