source_row,variant_code,flags
16009,vmm-e4a9f89bb7a6fe9595e8ca36486bbe05e2b9ccc9c52f344a3b76195c90f97c80,MASS_UNKNOWN_OR_OUTLIER
16010,vmm-a001d2dfe63abfae985b794bdff3559404caa382c3fce96fc41480c3dbdc6881,MASS_UNKNOWN_OR_OUTLIER
16011,vmm-4cdf791585dab7e79625189162f96a0abce83bdbdd9db1687afacb82d5218cae,MASS_UNKNOWN_OR_OUTLIER
16012,vmm-d8d6f6d2e443d49481a9b19224e310c30ee160772ae2fa7a59489cea34fe6ee5,MASS_UNKNOWN_OR_OUTLIER
16013,vmm-b9dca413bfe4d0a47aaf62ce0999df9cd12c15f7e4c35604d1357d5e6bc9e9cf,MASS_UNKNOWN_OR_OUTLIER
16014,vmm-c677a43b76c4e4ee645c4c363928c62f0e314149aaeefaeff17627c6591327fb,MASS_UNKNOWN_OR_OUTLIER
16045,vmm-c4e58bfbe3cbb16f0f672e2c0b15affcd22d7149bc5bf08883b6c79427db3e91,LEGACY_QUOTE_REQUIRED
16046,vmm-4ffa2315d5bd1eac8aec723c79828e5a8601d48bbe63fcf4922a3c61e612e892,LEGACY_QUOTE_REQUIRED
16047,vmm-7c35ee56fa2e7a1a2466306a3fd6319d9582dd3be79f6bb08e3131ea74d263c7,LEGACY_QUOTE_REQUIRED
16048,vmm-84218fe6fa9457e775252b8a186b6030479ab8a12af584ddd4d0370bee0f569e,LEGACY_QUOTE_REQUIRED
16049,vmm-95ef6b84c7bb5260bea3dcee9e72b56a6d4a1e9ea3f9521a0545f7e3f502b178,LEGACY_QUOTE_REQUIRED
16050,vmm-979c8565398a111dd23d12d3cfb4acf3036bcc222450f91a20e5e043e7da55b2,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16051,vmm-65d567bd63709f79e4a218f1e9aa2ddf0604cabd17c82c23f41d9c10a6cf8c82,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16052,vmm-b3f1b43ae77ec78616c21f8e3e22a00d6a1d02c42f05337005f6ac6778ee979f,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16053,vmm-b41095d2a24289ecb4b17a439cdbba61966b56250efe4bf7835498edd91af3eb,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16054,vmm-7c3e77b0c900c4ba996a652f87fcbd8cc2c25add2e6b4e870525d8f4ceefccbb,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16055,vmm-5753ef72edd955d41f27d6ff80895624a7a48a84f32dc2a508443432c8e738fb,MASS_UNKNOWN_OR_OUTLIER
16056,vmm-1fb3132f91cc35950a9a79e72068e4c057327e3f7427ff9c2e8e9df242cf83d5,MASS_UNKNOWN_OR_OUTLIER
16057,vmm-ef6bf398a1dda0bebcabe81bb2a494494bec8ca14bd9f8656b5425c4fcbb5dff,MASS_UNKNOWN_OR_OUTLIER
16058,vmm-36549a8a3e63c3d2de8da32924f23be494c3f58c6e7b266571833302698858c6,MASS_UNKNOWN_OR_OUTLIER;POWER_LABEL_CONFLICT
16059,vmm-a9a37a48bf7320c0baae5c3f827e30d85f4162a9088b675b2a110167d37ca4c6,MASS_UNKNOWN_OR_OUTLIER
16060,vmm-ec8853d725d1371f8dbebb2b9273d59adf2e04129927a1548a82d4c20730ee58,MASS_UNKNOWN_OR_OUTLIER
16061,vmm-1ecbbb8b6917978a98603a06a09aa698e1f16f0d45bbe9dea2943c62df1aa8e4,MASS_UNKNOWN_OR_OUTLIER
16062,vmm-71e5b3f6a24f3974eb225811ea977f877a98aaf22ea97230648642d0a69958eb,MASS_UNKNOWN_OR_OUTLIER
16063,vmm-0d8d43a6a71dbaa0bcd9bfc6c5310d583428af3ef7eeb2be8c1035dadbb8a537,MASS_UNKNOWN_OR_OUTLIER
16064,vmm-2e14fc8cbdafa2b7bb66bc736efddb440dd914e872e3e1ca156c458e3ce2d2fd,MASS_UNKNOWN_OR_OUTLIER
16065,vmm-4974812857c412c9630bb46a4e5f162e99a6cf12b95905ab97cc937e9d64f45b,MASS_UNKNOWN_OR_OUTLIER
16066,vmm-20f0c66e1e48e25a9d324faba6659538c3c014a0da7a5e99575bac33ee2fc20a,MASS_UNKNOWN_OR_OUTLIER
16067,vmm-9089a0343ee2f509298afd7b322f0b22fb459e2f423e3d454b4be5a3f3f9bca2,MASS_UNKNOWN_OR_OUTLIER
16068,vmm-0d314bdeb1c38810df70ab595c37fac4f54163f6a9379bcee25ab59b41db3118,MASS_UNKNOWN_OR_OUTLIER
16069,vmm-3837faaf23170bd76c98cd13194890cc1613e51e742895b7a08a2309bbd39f38,MASS_UNKNOWN_OR_OUTLIER
16086,vmm-f69fbdabaf6a3655debb8b26dbb9f4055ec4df3a8a664d485cd5828b30e75cb0,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16150,vmm-9910938c7d3d313e681be65b0d4a77c66693b6052237a52c5eb052f11936ab9c,TRANSMISSION_LABEL_CONFLICT
16154,vmm-03cb769535adabff449ea78f44367bdf7b4b095ca7eb00938ba844da44c18873,TRANSMISSION_LABEL_CONFLICT
16158,vmm-e84e3415c65da9642025c0306a1beb472d1cef756a1cd7ca14ba6f68829d7808,TRANSMISSION_LABEL_CONFLICT
16165,vmm-058a981bfde78a94f96a56a42a5aceacd4e176023f18b052630482f435e407aa,TRANSMISSION_LABEL_CONFLICT
16223,vmm-9e563035b700363d95c4c4a2bc9a4b32c5d15d75672d364e2c163453e0dbff21,TRANSMISSION_LABEL_CONFLICT;LEGACY_QUOTE_REQUIRED
16224,vmm-dcf1467756713f02e1b58220df1ba1e6f84a929a5d29f475685787d04e180257,LEGACY_QUOTE_REQUIRED
16225,vmm-b3f8bc3c7e864c58d5899f85e1e7a1a6a749637d1cd29ca5ef57c01473982753,LEGACY_QUOTE_REQUIRED
16226,vmm-468f3413ad709221c7362e33d2cd53a3ddd82edd12e3010eda0cae06fb0efac1,LEGACY_QUOTE_REQUIRED
16227,vmm-e9ca3fcda0284b30865b96d21a4302ee7195054b28b95f9164f54879b77559f3,LEGACY_QUOTE_REQUIRED
16228,vmm-dab1495e582cc930feb6d25340cfd45674b947f9d733b2e329de454ca7c4bf02,LEGACY_QUOTE_REQUIRED
16229,vmm-2831a62603a088cee1e84ce22f25bd0e66156b8b503c85757e3147753caf54a1,LEGACY_QUOTE_REQUIRED
16230,vmm-791bf7d13edf1ad1a3bb550c3f5f79b20847cc2656ad4e024f75e27d2ea3d1ab,LEGACY_QUOTE_REQUIRED
16231,vmm-22be1fcdd86fd82e164b6f84781ea2cd8100a9d84a66534d10019cb56e74c80a,LEGACY_QUOTE_REQUIRED
16232,vmm-ccd1eb8bc830d3f65391c4cb35375f88a48f504173d15a1613fbcf0d0b9e1233,LEGACY_QUOTE_REQUIRED
16233,vmm-6dc69547d9e536fc00695bf5b1bd9dc28392d73bfc5cca454f103d770f0e32ee,LEGACY_QUOTE_REQUIRED
16234,vmm-31e1058c9f82d495a91bc091f9b5eba355536d31124afa6271947185963b1c38,LEGACY_QUOTE_REQUIRED
16235,vmm-872e1a45b991489b5f7a7c74f4de4317ae424a8cf08df8cc3960b7d96da5aaa9,LEGACY_QUOTE_REQUIRED
16236,vmm-199d625e48a9de1969a67300ee170c36ed5a23d770c6498a9c4d6d8e9dcd7817,LEGACY_QUOTE_REQUIRED
16237,vmm-550990cd34fd783a4ba14365a490656bf929bfb9f5f86a97ee775e8958c28a50,LEGACY_QUOTE_REQUIRED
16238,vmm-018b4563354c76578b8ea15ae905b8da32c0b5543b4ba17bd912f84bf5e3eb58,LEGACY_QUOTE_REQUIRED
16241,vmm-92ef8658f1bad54b04e5594bbae4f6209c6d8e46fd8b37b95ec39914dc272a54,TRANSMISSION_LABEL_CONFLICT
16271,vmm-4a18f8890d670bde813778b2ad2cd116845e667cf8461e2f48c79433417768c0,TRANSMISSION_LABEL_CONFLICT
16288,vmm-2423180728e5d78e4307ada9a57cb60d8228958d1285621b16fce38133077636,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16289,vmm-266e5770cfdc9dbf2485cd5a17f399bb9f2710c8e2b8945ab7d5bb20333d6d4f,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16290,vmm-6f144904c301c6454c4b30688458eda8ff70d61043b75ef859772e22c18654eb,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16291,vmm-6a405586ebb8e97bf5e609bf3debfbf0a5c92a9e314e140dfbd4639320bd3958,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16292,vmm-28110d75b03baafcf6de673d5b5d17d958dc612e6c7b6c9620cf06ac5d99993b,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16293,vmm-ad2089dfa552fc4b5fa1e97331c40e2a353a4b41766f8362d0ba85e66992be7e,MASS_UNKNOWN_OR_OUTLIER
16294,vmm-a44defcfac6a2d266b5e8c44625d03f093fbf8ab8c78a277c6d9ad61b1fefb08,MASS_UNKNOWN_OR_OUTLIER
16311,vmm-dde541a7f3e6aa7e2c55629c8b87a48d40b49f832c828e822a684dbd22e75916,POWER_LABEL_CONFLICT
16312,vmm-d445d60714c0a2674f43c0906c2bf11872db1d94acf88e98516cf69f8e822128,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16313,vmm-201144d34c1806a74a380fe247ea0d31162bcf29eb410f54ff98a2cc35b6491b,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16350,vmm-4f34293449252f84604923ea68fe7b64a52ab5add9ef1b6467c6f9846c52912e,TRANSMISSION_LABEL_CONFLICT
16423,vmm-6ce2b78a9b051a9a2909a9a039ddf03c9f9c0a52f3ae6e6322e89eb5b86d89fa,MASS_UNKNOWN_OR_OUTLIER
16444,vmm-4978c796cdcde32a1fd033f758e1e817c1892d3575686bbfd7caf0ec9ac92147,MASS_UNKNOWN_OR_OUTLIER
16445,vmm-494513b1f0351bac840e17e16943a971f60bf9c6079ae836438d92ca456ea04f,MASS_UNKNOWN_OR_OUTLIER
16446,vmm-2c7a24e683c60db91bbd3b7c8fe4cd719bb7326d9466bd1583299901c3623a69,MASS_UNKNOWN_OR_OUTLIER
16447,vmm-86ad7b86c82fb28bf9519e7a40f069d9f85fe7a019f6563aadfaeece5443d564,MASS_UNKNOWN_OR_OUTLIER
16448,vmm-79477beff9b42446637cf0a6b635566358de48060e38dc5f1226338ba8e20f0f,MASS_UNKNOWN_OR_OUTLIER
16449,vmm-7667574eb5decc287883293252d20cb0c414ae1cfecd58a89cb911469ceba007,MASS_UNKNOWN_OR_OUTLIER
16450,vmm-1cbd7a89d2bd73323c0df54ff85a113a542a09c29a23491f5caa1ac96722637e,MASS_UNKNOWN_OR_OUTLIER
16451,vmm-b323be11abd4cdb518cf10d68a424cf884710df3e87d3c0989bcaf887df16e03,MASS_UNKNOWN_OR_OUTLIER
16477,vmm-894f03c63b9be46b68dd077ee6ccbf35a99cc3c335f35f8f84a6cf747a65ee0d,LEGACY_QUOTE_REQUIRED
16478,vmm-18b784317b8b63a1debd8d2e6498214a8ae7d52038e8ccdade0bd87d00075810,LEGACY_QUOTE_REQUIRED
16479,vmm-0b9148278c9fbddd42a416b72650f100a45630f9e6c487654a59309bbbf176fc,LEGACY_QUOTE_REQUIRED
16480,vmm-799d147c0976f3cdfa0524d48de0e09c29e49c3a72ff30840da2fa9cabb68baa,LEGACY_QUOTE_REQUIRED
16481,vmm-7aeea138c9a420139f6e9d865d4941598a977e7de922f10b71b7cbd562f22559,LEGACY_QUOTE_REQUIRED
16482,vmm-db6e84a9b9bd43663bd46b7dea3dff8de6c3aaa5ac0705114da92d0d7349cc26,LEGACY_QUOTE_REQUIRED
16483,vmm-71806d08c2eefe2752532f0490c77d8e681aeb89f5e7d4af4c3864d6f27f3cba,LEGACY_QUOTE_REQUIRED
16484,vmm-d4cfe5520230ab2f2b6d9c4e41d109414788d7798ec1151aa86ec2c2cd842c8a,LEGACY_QUOTE_REQUIRED
16485,vmm-034c67bbb5dedd705f4661171d18744705559dd9fd1961507e7801f0d1f0977c,LEGACY_QUOTE_REQUIRED
16486,vmm-78d3d30b49eda3aa90e3784d1cdb0f15d2be21e0e6ad4867021b7c9d1e7f9e2c,LEGACY_QUOTE_REQUIRED
16487,vmm-d0ea0367ab33490c58bc92fe311f5af9d5f5c5337b0f21001fc430a46ae36a9e,LEGACY_QUOTE_REQUIRED
16488,vmm-48da0d820209c9ccc0edda9422aec8ea4112ef3145540eef8187c0570ddf719c,LEGACY_QUOTE_REQUIRED
16489,vmm-c36ed42405c20307dbd3bfb431680d27372b917c9aa1000e022201d34ac5c13c,LEGACY_QUOTE_REQUIRED
16490,vmm-3707cf9d6b63642e817bdc104d3c8fc4f14a2bd973373e4eb4cc588a7fb8ecea,LEGACY_QUOTE_REQUIRED
16491,vmm-4d6a299a58da4a3dc530ddda9dbefbac00d85a886d4fc01dca09d42509b48737,LEGACY_QUOTE_REQUIRED
16492,vmm-518c81994641617542a5f332067ff384b8563c7bb78fe616b9b69054068a913d,LEGACY_QUOTE_REQUIRED
16493,vmm-9dc09a7c80aa743e8a79b7f23f6ba38930900828dee914b73378e646b138e946,LEGACY_QUOTE_REQUIRED
16494,vmm-baf8635ef6a42fb7ca4a3730055ab214a9a939dedfa4a1e3d8140a30d34f734a,LEGACY_QUOTE_REQUIRED
16495,vmm-1a07d53353d9eeb923e184f81b15dc3ca282e7a2726d980b4383ffabbb7ce6c4,LEGACY_QUOTE_REQUIRED
16496,vmm-f9896a24c796a35211c1250e87e1aeecb08037908ffe997b1fa8866c62a0dc19,LEGACY_QUOTE_REQUIRED
16497,vmm-d2691c72b77ec609e96b826a2dd1530d825babd55bf17b99eb4d185476c1406a,LEGACY_QUOTE_REQUIRED
16498,vmm-c9c318e23cee94b60419db5abfa1407b60c127d5734c6394885b36b5256a6a30,LEGACY_QUOTE_REQUIRED
16499,vmm-a7b13cea241ad053f925a365aecd2ab9c6d32f777bff8e850b380ef65bfdf5a3,LEGACY_QUOTE_REQUIRED
16500,vmm-7252f05ffb3df9c1b8c8214372d8f32b9fdc3498f3e4a643802a4cdf3c51a665,LEGACY_QUOTE_REQUIRED
16501,vmm-cca5b4b873b430a7bab71a0db8e5252cabcc499e81c42df56ab5c73bfd676502,LEGACY_QUOTE_REQUIRED
16502,vmm-e82bef4ab48f8b87145af9f45ad812eec5e052f812ca8b3158fc18e0ef9c4d7c,LEGACY_QUOTE_REQUIRED
16503,vmm-e35dd706bee11d1940ed5a2dd891b21e2e191791443a4e9e0d9f8b161e351080,LEGACY_QUOTE_REQUIRED
16504,vmm-4f3e43f1eab8753009d26e4234ecaa1efec77cd8388e4ce2d923fdeae1960fa1,LEGACY_QUOTE_REQUIRED
16505,vmm-744d365bfc153d1f14ede91888e4e243be0484fb5dfbf3b7092fa39603f63190,LEGACY_QUOTE_REQUIRED
16506,vmm-d93767d52e8ab9b0fd9c751f612f022735174894e3a86b42f5b000126713de9b,LEGACY_QUOTE_REQUIRED
16507,vmm-8fd49a52a2bfbd1619d17fad7cb1cf966423151db2f4eb146662e957a48b86c2,LEGACY_QUOTE_REQUIRED
16508,vmm-a6e180fd0755605c8219f88c879270b7a7df8180b3ea4e483df574e1e39681a0,LEGACY_QUOTE_REQUIRED
16509,vmm-6cf164694ebcac30f5ffaf5ee641ba6b1771b96bc9654a246b50f94a79525a0c,LEGACY_QUOTE_REQUIRED
16510,vmm-b9fd8712b1107892afb163e512c9778204d6f9e36bd999b3f85f242683114d73,LEGACY_QUOTE_REQUIRED
16511,vmm-ce93fcffe44ee72152e2fabd333ef6cd56f4cfb08fa9ade8b2b93799082f9b4d,LEGACY_QUOTE_REQUIRED
16515,vmm-1bc61feb8e0ec035c3e450e95064446a32428a22f4b0b697b8bee3a0cb592a2f,MASS_UNKNOWN_OR_OUTLIER
16516,vmm-e4502389e442fe4755ed7fd78d0168dcdf59bfe8f7406cb745be2792a0448fd4,MASS_UNKNOWN_OR_OUTLIER
16517,vmm-4de6635bc32021189a002e613cbeabed3a969ed5f65b732766047e911ffa4be5,MASS_UNKNOWN_OR_OUTLIER
16518,vmm-d28e808203160e64714a53e32592fc3dd86a99e1be6b832c521378235d75deb6,MASS_UNKNOWN_OR_OUTLIER
16519,vmm-bf187da72c9ef05624c850b87f6dc36761e5f2db25f9be2dd11718e8fc7df230,MASS_UNKNOWN_OR_OUTLIER
16520,vmm-12da59c62e76fd4f33c04bedbbcf90882f73618a70d8af62596aecc24f6497ed,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16521,vmm-d7afbc8e636a01e61dcff80fb89906e57acab05c1d607c9a44395f625fe559c3,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16522,vmm-b65f114baf37a384ff27fd29932686ad9e8bda2bb289025297b3ef92f8b6c792,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_UNKNOWN
16533,vmm-2e2a6314914f7f3ce4573ba116f9b72ee36be5128e20bda7115c00d48acdef8a,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16567,vmm-609632f69c7ad31c24082b1e75d38ce1a5b034ee992f9cc1537c84add2fa8f6c,MASS_UNKNOWN_OR_OUTLIER
16568,vmm-6441a4765fb996e71faa30f5c2c1b288cd30dbdc68cf818e9ad910b81526dab8,MASS_UNKNOWN_OR_OUTLIER
16572,vmm-579b4655e4ee756a05c40556d1f67e6dcaa7712b32ee55558321b98940659d2e,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16573,vmm-8cf3f9ca3eccc836268618c0342da1b2105f3bcf6ddbceca782bb1feef105cbb,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16574,vmm-3c8af118d4335d5744e40c4ae62b97abb36b7623fab9389f4d28010febc125f6,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16575,vmm-ba421a68b8464b3142855678e7d07899ab6e5c711ff6e4829c51528216a1e55d,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16588,vmm-260352b8591987ec623ec595f05c8cb6f73f83dc865e4530327283e98397be5b,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16604,vmm-e45f06a707a4d29c04205927dc1da8830f469d677942ffccd2de872fb6bd22e1,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16605,vmm-56e947068688c0a19550545ab800d6862c314f72d47f44972becd021f5f2190e,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16606,vmm-b1e013cc1be62c03cd248dfa7b6b6eea7651097c916fa34debe55df9319b4e13,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16607,vmm-c18b3b0e31e19f174ec3996710e7d9a9145d60709f49b46be40617e5ef63d36f,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16608,vmm-5e64eeeafede5671ef22469f67149e087eafe1f0ae731058028211b346ec3f83,MASS_UNKNOWN_OR_OUTLIER
16609,vmm-5f2a43537c0583e9b185d008745b2c3188f8a6c188c7258b4bd95473f706fc73,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16610,vmm-e6b92aa8b3a3df0ed67bd30de42c568aab35135a0d3cb8432e471104f4abad29,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16611,vmm-7709ad581302c1f86041563b7f529c36189d197c5fd4d5f186beafea18edb372,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16612,vmm-642dc51430f9e4688a994e3f9cc6dcf63d3bdfb1e7886e1a8a82dd2fc4b8e909,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16613,vmm-ec02f9b16300f4b6ac44bb4e1b56e6b0d34393fa4fbb9ebcfd3028c12b632a3d,MASS_UNKNOWN_OR_OUTLIER
16649,vmm-e7287d1c8ce9b9f95641980ce0273758a9412a27b591076b3e497df07f8d73c4,MASS_UNKNOWN_OR_OUTLIER
16650,vmm-dc4cf148e619683dfddae84aa31b3e3583a4ccd55841ab238f0e8192caffda7e,MASS_UNKNOWN_OR_OUTLIER
16652,vmm-095c0bcea03a7c899962d8449c7bc96188c8737e6b3b6ba80d9087ff5d70c4cd,MASS_UNKNOWN_OR_OUTLIER
16655,vmm-2b56c34442ba5c436437f3cea92c49defd6b02253efca4211b539746d1431aa6,MASS_UNKNOWN_OR_OUTLIER
16656,vmm-798bd23b25e6bcbc913dc7730a6af1b2b699b7595304de0d35cfdcb326fbf450,MASS_UNKNOWN_OR_OUTLIER
16657,vmm-1d8fb43cec36b8be2f5d81e0f3c674c8b75bc2a0837bb96444803407efa2e0f2,MASS_UNKNOWN_OR_OUTLIER
16658,vmm-6627a81b45cc937571307138ed8c1ba96dc84e377fa4c2c84ee678a94d7096c1,MASS_UNKNOWN_OR_OUTLIER
16659,vmm-cd2c06a3d3d71f1d04170b53d0412c80ce51d8ad6ad0a837b15950e98de6455d,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16661,vmm-6acbd2db9325a6411ee13adfd270585a5a407355c604aaa368bbfdf41811cdfa,MASS_UNKNOWN_OR_OUTLIER
16662,vmm-daf718d66225990ec3220f19b5ab291bf61215418f491f1ba323f692f5c05263,MASS_UNKNOWN_OR_OUTLIER
16680,vmm-f94f7cafcab96d7b1e2aad8c4cb7b1b37601c8375908a8ad180492f64d8eed0a,POWER_LABEL_CONFLICT
16687,vmm-3678ca1bf4272140fe7c91932ea7155dfc779abfdb6453c0789f4011a9a8a37b,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16689,vmm-72a6f7bb622d7d082767c58bac6285c42f1548a141a63642f33611ba08f0fb7a,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16692,vmm-c10e63e32fa67cd3f27ef0bd4235b07000582415c70c4df79e04a5c4a795ef7a,POWER_LABEL_CONFLICT
16705,vmm-5324128b85a5a719ec866b5596f2aa11179f7fee010a77c575f9624b7940b4ec,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16708,vmm-e0c76ddbaea8bef4695e1b41cbd3bb824bb8f98df6ac6103ae1a9bbde7904824,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16709,vmm-f9a67878e15b259a010007a3bf99ed343fee2feeda2c5865b8cd57d40bc80515,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16710,vmm-1f985118edb86a867a959a8162215906f542cce1e317f19cc4ec7b98c149b088,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16711,vmm-f2d23157c5a331dd14639bf3dff68885ed3c4b5c6aff2bf836ae839f9d099091,MASS_UNKNOWN_OR_OUTLIER
16712,vmm-3b9ea5861a2584fe732265bdb38ef6a0e53e0b39fe11ad40f83f898d1d04f93e,MASS_UNKNOWN_OR_OUTLIER
16713,vmm-f67587da402dafe03887864656e53e0b59e12903f759bf81b20f6480de7eeb8f,MASS_UNKNOWN_OR_OUTLIER
16714,vmm-9d7898a31ab8e218251e1ee6df3dada650ed540238efecfd3484ba1dca20fd79,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16715,vmm-ac35e2cdf720369a927e39f8f278f891a0f1ace96386514bc3537f61a7ed669e,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16716,vmm-8db0c36c93aab177c91a786486abb16f228f145788bb13cda8c8e9d01dbaf205,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16717,vmm-e56278f7356036596e76d93abd442b34f031d793329cdd94f01832dce3f68912,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
16718,vmm-a8b6b5d8bf6865e97549698bbbed5863ccb0a75c7631245d111a9f2bc0df15d1,MASS_UNKNOWN_OR_OUTLIER
16719,vmm-ee1f6b03394b2cd097793d4ba2a5535abf10dc4bfc9e010ad666448acdc17494,MASS_UNKNOWN_OR_OUTLIER
16720,vmm-f807280179a00dc8ba333a1c3ea820f4e7504f0dbee6f4da02d9fbcf044f2f45,MASS_UNKNOWN_OR_OUTLIER
16748,vmm-48ef2b94ae17e72a0b5ca8679b2091f7ae375d595f82c33070ff444b46ed4e0d,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
16781,vmm-3c89794215a58d07cacd5d60cd3ea212af6c4ef9b0390b377d07f324c6528291,POWER_LABEL_CONFLICT
16853,vmm-d311925b28f50205ed7370c256f5617e28a06508002913a5b43295f8caf4c0f5,LEGACY_QUOTE_REQUIRED
16854,vmm-4744b03eb0f3e45efb2ebebb9885821852f0937b4f5e167aebd57f727b4611e8,LEGACY_QUOTE_REQUIRED
16855,vmm-326a68b25926189d4513187a2eb10600b771f37d04fbd98907783ceb919042f7,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16856,vmm-a13f0ec0acffcd7c36773f82491d9974823b0509ca5e2c6c02ecb3c686cb7225,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16857,vmm-8b4aac883d4499b60d9267598a9fe70b01818b7253a31e3f8c206bc64405a078,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16858,vmm-f7f6ddb287736e3e6a9e8c15642b2b46e5edd7b60b706e28a1f678856570d045,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16859,vmm-593081b111d0804cab793792f814bf8042458ae8fa3c89b258824aaac7d28958,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16860,vmm-ec48c6f38fc22be778be9ab4905ad00cee0d8304865d2a42df84a087337d75c3,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16861,vmm-9ba233ae920ccc51d01decefe4e4a759e53f22f1279f336bdfe7fa127eaf40cf,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16862,vmm-149168873cbaaf61b86042659d9c649f21f6a0c15c04cd2b543645d2573cc15d,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16863,vmm-19f726690b76340b1fb5fff93413b4cd4acf6cc28de619e52375c090c841abe9,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16864,vmm-7aee6b59bf8721148de78a504cc098d87ab701ddc10792a1f7f2bd711eb83de4,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16865,vmm-40c88a3dde6da7505e205aa5bd707e02223d3d1b5279384e5dbcae7a45e55647,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16866,vmm-5a45f8dbb3f92d06e32a834f08d091271a794e6f9d76d48a6710e379f0a001e6,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
16867,vmm-3855872174b6a8b4573f7bc51e55aceffd584c30272e11dfd4b8498754b47bc7,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
