source_row,variant_code,field,original_value,stored_value,reason
11374,vmm-ccbbdb70ae9413d3a0bb9634a818b5e30b467869ba08ae3ee3e240f4a22ff733,power_hp,111.5,112,ROUNDED_FOR_INTEGER_STORAGE
11620,vmm-cf437151d266f6e771546770051b27a908e71fc355a8889e31a80870988f0ac8,power_hp,160.2,160,ROUNDED_FOR_INTEGER_STORAGE
11628,vmm-5d85b761e646182ad92c28d414e2b0df1eeba88212ea2386233635ae69eae73f,power_hp,132.8,133,ROUNDED_FOR_INTEGER_STORAGE
11717,vmm-0356576e76a2340746518284dd6315e1405bc7c3016f4213345cd370890ec447,power_hp,251.4,251,ROUNDED_FOR_INTEGER_STORAGE
11718,vmm-a84f7eb045d1c98a46acca5323d61a692952bc835b12dadce1640d51932676ad,power_hp,251.4,251,ROUNDED_FOR_INTEGER_STORAGE
11719,vmm-ac35c8b0f153dcdc53d260079cfa87ce38ba9bcc57557581386ed387c8f8fd70,power_hp,258.5,259,ROUNDED_FOR_INTEGER_STORAGE
11720,vmm-3b9ba5d9264cb53cd649128ef4884dd8a5fa4af4151bbb946613d6b086158fe4,power_hp,258.5,259,ROUNDED_FOR_INTEGER_STORAGE
11929,vmm-925340a869bb733d7f13352ab4b17aaf2ecf143bbf9af17ac937f2a87bfcd538,power_hp,139.9,140,ROUNDED_FOR_INTEGER_STORAGE
11930,vmm-14b1ae213ad733adf71b7a1bf8b10224e548e51d4984d6f9d70c2b91d6be91c7,power_hp,139.9,140,ROUNDED_FOR_INTEGER_STORAGE
11936,vmm-e0272b9763b5b3f4280d1f085dfa176020595f300e67c88235d804c50887b41d,power_hp,175.4,175,ROUNDED_FOR_INTEGER_STORAGE
12250,vmm-3944834d07d0f2340b8704cc0177d2ff467e20f68c713868783d1e5d4acf02ab,power_hp,119.6,120,ROUNDED_FOR_INTEGER_STORAGE
12336,vmm-8485f87644792feb71b52af1b9b7686187a6cde762f007ddc3815dad5e2d8f70,power_hp,192.6,193,ROUNDED_FOR_INTEGER_STORAGE
12409,vmm-6a3ec979136f2304f5f981dde4c697bf9de105fef368a711ad9db7bc66a10d83,power_hp,284.9,285,ROUNDED_FOR_INTEGER_STORAGE
12617,vmm-202a6d8653a691907601c1e9ed57e6896946338d4ee584140da54f6c7a88d3e0,power_hp,332.5,333,ROUNDED_FOR_INTEGER_STORAGE
12658,vmm-2a155277f66337281226f7ef3682f7ca2b106d358e7606664c61195b50a681ae,power_hp,332.5,333,ROUNDED_FOR_INTEGER_STORAGE
12659,vmm-5eba7a066a1e667ab7a744f7eabc36224d4d00c78e0fef2d6eaf9633e83b5d0e,power_hp,332.5,333,ROUNDED_FOR_INTEGER_STORAGE
12693,vmm-57afb9f19babe3ee8f696978f8533515df0246929802866e0d0d477e91da073c,power_hp,304.2,304,ROUNDED_FOR_INTEGER_STORAGE
12742,vmm-0a1ddc3d21dc32f37672098fab645c5febed5473ca1b8bdd051260a191075e5b,power_hp,271.7,272,ROUNDED_FOR_INTEGER_STORAGE
12760,vmm-e75301c9e4758831a80d333e2e4b5abdb0de55886f18631ae3384ea60b8f4015,power_hp,456.2,456,ROUNDED_FOR_INTEGER_STORAGE
13090,vmm-a51d088812944575f9a8426510753f06525b64eaa9816a6d41e1b0213ee3e4d7,power_hp,274.8,275,ROUNDED_FOR_INTEGER_STORAGE
13201,vmm-6250e7d83ad2a643b6e68151b67025454a9cce396143bc8b57eae28e772009e6,power_hp,716.8,717,ROUNDED_FOR_INTEGER_STORAGE
13202,vmm-22dd27034eb2551269f41fa7504851385e0553794fb14550e9120dc3e77d40e6,power_hp,477.2,477,ROUNDED_FOR_INTEGER_STORAGE
13267,vmm-3d54521290e1c0ac3e9e566dba2721dc1c0c0bfcc3fb37bf59997c50a6a9137b,power_hp,425.8,426,ROUNDED_FOR_INTEGER_STORAGE
13273,vmm-2ffaacba5ccd3808fedddaab5bdd2a5be7f2838ba9c80354546585522254f3fd,power_hp,299.1,299,ROUNDED_FOR_INTEGER_STORAGE
13453,vmm-94083ec8b7f8a773018b58faa7cfb19f3aa41b21882937082809f70c8206de21,power_hp,203.8,204,ROUNDED_FOR_INTEGER_STORAGE
13455,vmm-9f673a1fbb06bd668242b1c89ff8a88a3cf6c5c19e256f7d1be37ba48a040867,power_hp,135.9,136,ROUNDED_FOR_INTEGER_STORAGE
13511,vmm-665f313955b9b2caa29a8de56c8d70cb6c78472a6293046dd4e089ca3422be5d,power_hp,166.3,166,ROUNDED_FOR_INTEGER_STORAGE
13522,vmm-7961bf25c7dfaaf15abb914951667c2a240e8b046ec5139f94c8924a02940623,power_hp,203.8,204,ROUNDED_FOR_INTEGER_STORAGE
13523,vmm-290785a00e82d4059f30e8db077acc9b20b82e5bee71acc5420529a716531051,power_hp,203.8,204,ROUNDED_FOR_INTEGER_STORAGE
13524,vmm-914eb8d92e763213040c95eca8ad3321d9a8ae8541f3f1806b803bbae6f91005,power_hp,166.3,166,ROUNDED_FOR_INTEGER_STORAGE
13525,vmm-9a339eef43ae70faf15b912837186f959d904eca35afcd950003590e9d7e0994,power_hp,162.2,162,ROUNDED_FOR_INTEGER_STORAGE
13528,vmm-b23254638e2246a2e72def4e66d7c68ce1bc97b26a89b7c16de85920913f6927,power_hp,175.4,175,ROUNDED_FOR_INTEGER_STORAGE
13529,vmm-558f303fc2bd1c0ecdc7f3db0bb319ef47a2146617c46d3f262fc8297daab53e,power_hp,175.4,175,ROUNDED_FOR_INTEGER_STORAGE
13545,vmm-1b2f74c96e9a2930de36b76a67393cb4f35420e8131caa37f6ec3bec937736b8,power_hp,192.6,193,ROUNDED_FOR_INTEGER_STORAGE
13547,vmm-772392bb33dd219aee970e08a68916a95da80f2765297de98f587778657ee280,power_hp,193.6,194,ROUNDED_FOR_INTEGER_STORAGE
13833,vmm-2502b6d8f960b3ff872b5e959dc535d5072a247e0f775ff2144f4482759331fa,power_hp,243.3,243,ROUNDED_FOR_INTEGER_STORAGE
13834,vmm-1358bb91d425144fd7508968c52c2378e50ba2a9b7b01fcd063b202988683bc5,power_hp,243.3,243,ROUNDED_FOR_INTEGER_STORAGE
13916,vmm-f1d26177ac0e992e5d3bf5ac4f7f195d1f9100c05c4f16677df22a45d9751522,power_hp,277.8,278,ROUNDED_FOR_INTEGER_STORAGE
14098,vmm-0136de469245c2bec8ca3614c3ba04a3774228bc08a726eb60f12552057a19a5,power_hp,84.2,84,ROUNDED_FOR_INTEGER_STORAGE
14100,vmm-33ebdbebaeff879d54a6eba86284be0941be86063ae1621d0afe864c6183aa2b,power_hp,84.2,84,ROUNDED_FOR_INTEGER_STORAGE
14537,vmm-a2f3d136c0007b82ae28d5bfebe76a5cb0f44816cf890e9bee93929c1a4ef8c7,power_hp,306.2,306,ROUNDED_FOR_INTEGER_STORAGE
14541,vmm-60339a22c092b4e363fca985d2e5b3696390bfe85d9f4e6580f78a3a85c1c6ba,power_hp,248.8,249,ROUNDED_FOR_INTEGER_STORAGE
14543,vmm-173c770352b21de8f80320804896df301382672cc8fe09742212951b2ac83f3f,power_hp,271.7,272,ROUNDED_FOR_INTEGER_STORAGE
14544,vmm-80f470c3a8d42ee06f38de12587d3e2488167628cf38285864296e29e585a868,power_hp,202.8,203,ROUNDED_FOR_INTEGER_STORAGE
14571,vmm-ee5c7a2360a296bb2701c07e6c47efbbeea34422b2d91b8989381532cc9291fa,power_hp,282.9,283,ROUNDED_FOR_INTEGER_STORAGE
14586,vmm-b8e9c9abc6451e4a7b33376398971abe67d53f82b70de0512847b98f0a0334ba,power_hp,315.3,315,ROUNDED_FOR_INTEGER_STORAGE
14659,vmm-68be0ce8da4ba1113879ef5311eca9f01c8300ae9481b1fe12ed375821429ef4,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
14733,vmm-e11c0446883ea4730c20022da92ff9d7e1fcb94dd995df1d57dfcd5d2e9f2947,power_hp,203.9,204,ROUNDED_FOR_INTEGER_STORAGE
14740,vmm-78726eeedf8ffc855aa81e82e97eb368505cec38548c1c30f34885d8e7f1a8a0,power_hp,306.2,306,ROUNDED_FOR_INTEGER_STORAGE
14741,vmm-2441b9fc2036eeae0130c2d37236a8438ace66c57ebc686fba34d91efec7795b,power_hp,306.2,306,ROUNDED_FOR_INTEGER_STORAGE
14748,vmm-552e493860d92d7c7a3eef7e9e714e8c8bf649a2d184d22add0f32201bc59729,power_hp,278.8,279,ROUNDED_FOR_INTEGER_STORAGE
14749,vmm-32e04a8b2c9005bcdf81cb08bfd103bbfe238494483102f36a034602709cb12c,power_hp,141.9,142,ROUNDED_FOR_INTEGER_STORAGE
14750,vmm-1fbd5bb8b53cc34caaa1603bb079120db402003e2df3bf1a2f2223de95f1ff28,power_hp,157.1,157,ROUNDED_FOR_INTEGER_STORAGE
14751,vmm-9cb08d40af624abe18897e9094fc74df6d326a951bc62f3dbf3fd1705d61a2d0,power_hp,162.2,162,ROUNDED_FOR_INTEGER_STORAGE
14752,vmm-5452d25e8443f79a56a3bc17a3b88b29e9d2048784137e92722e282650364387,power_hp,113.6,114,ROUNDED_FOR_INTEGER_STORAGE
14756,vmm-3c005e2faf19cd0877478be0befdca2f7457717ff9e9ec9c41ca96f2001ac659,power_hp,130.8,131,ROUNDED_FOR_INTEGER_STORAGE
14757,vmm-8ef6ce5e6b3d213fc4f9d109ae787fe3e73a223ae87ed0c0f681987f30b37fec,power_hp,141.9,142,ROUNDED_FOR_INTEGER_STORAGE
14768,vmm-72c2eeee147f151366513b4bb60ec3048022d9f4e3dea46c6330a6c33adeae09,power_hp,319.4,319,ROUNDED_FOR_INTEGER_STORAGE
14769,vmm-bc52ac1853b8d657072048861966568e574722c640d6a92cec1558ca8fda5d92,power_hp,354.9,355,ROUNDED_FOR_INTEGER_STORAGE
14809,vmm-7c3a66817cfc9c78c22f26755661e491414e98dd6fd239d8fc981fe63fe69faa,power_hp,405.5,406,ROUNDED_FOR_INTEGER_STORAGE
14951,vmm-a0efafad566a41b9018419f3a82bd96cf21d2e1a677d66b5245bd439dff5f7d4,power_hp,63.9,64,ROUNDED_FOR_INTEGER_STORAGE
14952,vmm-8d15ac3aa527167fd4c18f4ac1592f7de3fa78e681874368eebe7ee6ab953325,power_hp,63.9,64,ROUNDED_FOR_INTEGER_STORAGE
14953,vmm-bb897fd308a9aed2f70ee314be8aff3084342e944f6cfa09eb2b402b31c88e0f,power_hp,106.5,107,ROUNDED_FOR_INTEGER_STORAGE
14975,vmm-88aa0f09eef4c1ab8af69c693548a98eed1d02e545e6c7602737b49b753417e3,power_hp,283.9,284,ROUNDED_FOR_INTEGER_STORAGE
15457,vmm-39c0fb95ae9991c524dc54fb8e4b36df3cdb0268107c050bbf876ada7da26986,power_hp,283.9,284,ROUNDED_FOR_INTEGER_STORAGE
15458,vmm-29c03192709b800ba9b354db4704c0644aa2b439977a4611cc57191442f2edb6,power_hp,344.7,345,ROUNDED_FOR_INTEGER_STORAGE
15575,vmm-ae6ea8166d7ab0a8f5473aa04deae2ff2d34e577d1a63fa1ef83bf1e5099a9c4,power_hp,720.1,720,ROUNDED_FOR_INTEGER_STORAGE
15602,vmm-cd43f3bc413d31cb8f0293da50029a629f0e7658f60413c9e14cf0f966b7e001,power_hp,475.9,476,ROUNDED_FOR_INTEGER_STORAGE
15606,vmm-2c7c8348f51d227712749bb3a1345ec1ab2c97a9aa933899885723b5d638af29,power_hp,390.2,390,ROUNDED_FOR_INTEGER_STORAGE
15610,vmm-f843cbdafaf83acfd997290fc085e7513b4ae6041c416a37a11c19d5c706ddf8,power_hp,475.9,476,ROUNDED_FOR_INTEGER_STORAGE
15625,vmm-b7d2efa389e73d19d444c906e54058d23babb08a9ed7e4e7f9add5049a5da04c,power_hp,449.1,449,ROUNDED_FOR_INTEGER_STORAGE
17524,vmm-e9fb2a8e9639714746939976c58b19c17e796f5a4e3ae874787206b7c08a2fe3,power_hp,333.1,333,ROUNDED_FOR_INTEGER_STORAGE
17525,vmm-35827f0369108947af6ad61aa37dd7c4db2d3ca10fa5d86df2619eca5d304e98,power_hp,455.5,456,ROUNDED_FOR_INTEGER_STORAGE
17526,vmm-4687ede61ce418d8835659aaa6adc27cc6794655c188f2e33ee0974ce3a36dc3,power_hp,258.3,258,ROUNDED_FOR_INTEGER_STORAGE
17623,vmm-0fafcb36c55d96c3146f730a9d976433f6d40cacde7fe94694fe8e4d53b162ee,power_hp,529.9,530,ROUNDED_FOR_INTEGER_STORAGE
17851,vmm-faf026484276d0f92d306e0aab83d6a54b037b2812053f73975ef693f8dbd7cc,power_hp,367.1,367,ROUNDED_FOR_INTEGER_STORAGE
17852,vmm-f757933bfd9f496ba53a9e6f0f533f9c715c4626573df2af5f844be58ce6209a,power_hp,455.5,456,ROUNDED_FOR_INTEGER_STORAGE
18009,vmm-9acf2d82a2876593fab1e4cac93aea7445a3c8d686de1b6825099d110662dc90,power_hp,177.4,177,ROUNDED_FOR_INTEGER_STORAGE
18010,vmm-0f08b737cd33527f7ce895dc4c7a6d46a328a468cb1ea2e53436b832d263177b,power_hp,243.3,243,ROUNDED_FOR_INTEGER_STORAGE
18011,vmm-b3cccec0367ec76c09ef4d58a32f7c5666c4d19fc9ba1752b73849e161a0eebc,power_hp,243.3,243,ROUNDED_FOR_INTEGER_STORAGE
18012,vmm-85331bce1c633e3171027b5e5af73128d4d92b4a9e708f2a3bd4ed446b73d2d0,power_hp,158.2,158,ROUNDED_FOR_INTEGER_STORAGE
18013,vmm-83e6a28a702427c91dbcff10090599df9bee0875a2844726bc4ce869977346c1,power_hp,253.5,254,ROUNDED_FOR_INTEGER_STORAGE
18014,vmm-e76e2df711cf18e75a29f0c68f6ce7502996bcade8085dce663748dea0c7b725,power_hp,253.5,254,ROUNDED_FOR_INTEGER_STORAGE
18180,vmm-c0b8134290b326f114be858f3ca0e69215da985131ca6ef16183c89097628783,power_hp,191.7,192,ROUNDED_FOR_INTEGER_STORAGE
18314,vmm-9dba543f5f13645c194cf62a3ea071ef45c1501b791fa38670980b5b44779841,power_hp,172.4,172,ROUNDED_FOR_INTEGER_STORAGE
18657,vmm-d1ef3142ada63ac85a241f67eaf1c0a00b963544d42e02f78fbdc786d45906b4,power_hp,77.1,77,ROUNDED_FOR_INTEGER_STORAGE
18658,vmm-0105324d55778c1b670b705b057d54d84237909103c7fbfeffc105a94ef54c7e,power_hp,77.1,77,ROUNDED_FOR_INTEGER_STORAGE
18659,vmm-02a3ffa1ea4269d5c7560a10b75405abb1ccf36d53a0f854f6d6b4063adf8ee3,power_hp,77.1,77,ROUNDED_FOR_INTEGER_STORAGE
18758,vmm-9e5a785880c63546164826f272f9dfba685bfeed1597eb365dcee4deccecccb0,power_hp,258.5,259,ROUNDED_FOR_INTEGER_STORAGE
18819,vmm-26447cd92ce1ad3d6e7c30200b0f864179bf2d4ca09a25f134436a5d64e1e875,power_hp,354.9,355,ROUNDED_FOR_INTEGER_STORAGE
18909,vmm-ea6d45823cae28150035f50c8bc30dd1f38c8992e810336aacf5cb504a71e9f6,power_hp,466.4,466,ROUNDED_FOR_INTEGER_STORAGE
18911,vmm-992919c4adb53407bde25dd5126266cfdb605992f68eab17ba7c939b82c193cf,power_hp,430.9,431,ROUNDED_FOR_INTEGER_STORAGE
18950,vmm-8705089ca30739eb6a87b87acc4a8cd9945073488eecfa8cf3997a88d088f442,power_hp,572.8,573,ROUNDED_FOR_INTEGER_STORAGE
18951,vmm-e974cc696b582d0c230c38167c51085808ef560c9ebfc0d04e5078074519cd81,power_hp,529.9,530,ROUNDED_FOR_INTEGER_STORAGE
18986,vmm-a734ef13368e924a75826b9da68fa8fb70d67ebd54799ec54b8bac29ee2deed0,power_hp,126.7,127,ROUNDED_FOR_INTEGER_STORAGE
19086,vmm-4d9590bf4bc0cc14531f4e28d7d19725a753628f20b2ebec17e8c1fb513660bf,power_hp,244.3,244,ROUNDED_FOR_INTEGER_STORAGE
19148,vmm-8c10e342f787c1a88fa71a2c51cab5435b5d0f585a1a58bff58d85328cf1425f,power_hp,299.1,299,ROUNDED_FOR_INTEGER_STORAGE
19150,vmm-27b5b146686df1c606493c1c1f33bfd8a2faba42be1fd7e74821d5833fc989fd,power_hp,287.9,288,ROUNDED_FOR_INTEGER_STORAGE
19151,vmm-98a72def203323d0448773e2d864d8c802cec94c9ea0b25e5bde26009e564509,power_hp,278.8,279,ROUNDED_FOR_INTEGER_STORAGE
19153,vmm-854252122cefa93dd445f26194c49b8fb4ab7e71a9fb861e3810b4dd69e26e90,power_hp,287.9,288,ROUNDED_FOR_INTEGER_STORAGE
19154,vmm-f63b47a4000ab020a2b334e72d5bcb284a5d398a289b792c698403b9a7fd8e9f,power_hp,287.9,288,ROUNDED_FOR_INTEGER_STORAGE
19155,vmm-df50c0604f5f08a1d4b111d9052721a746969099902e29003b10ab886d5f476d,power_hp,263.6,264,ROUNDED_FOR_INTEGER_STORAGE
19156,vmm-f3d8c732fd7f82af3631db26f7ceb2ad93c243fa9eb7a81f85e987915fd9207e,power_hp,263.6,264,ROUNDED_FOR_INTEGER_STORAGE
19310,vmm-dd501ca27f422115868d81ea2b157616c6b18225463e7d60d44db9a0613716fb,power_hp,132.8,133,ROUNDED_FOR_INTEGER_STORAGE
19324,vmm-a0b0a9d01f8ea567b7a1e2c197854f1978b055ad122a181258fcebfc37c55f08,power_hp,151.1,151,ROUNDED_FOR_INTEGER_STORAGE
19435,vmm-4f3e303c424cb7e5ef77f6289b08000a994e182a9c16d28fc3f81503f51fed8e,power_hp,395.4,395,ROUNDED_FOR_INTEGER_STORAGE
19436,vmm-33d5707197c6a10425dd8af10f757c0758e8fa21019fabad1720d5125918edb0,power_hp,395.4,395,ROUNDED_FOR_INTEGER_STORAGE
19489,vmm-5655fc01a8160c65a1ff6e697d6fd6a39a227a233e96b6a3d73d06e23e2746ff,power_hp,405.5,406,ROUNDED_FOR_INTEGER_STORAGE
19499,vmm-c5f4986ea54e323ed03537fe3d1d9e4a8389011fa4c74a89bf30e2b59378264b,power_hp,253.5,254,ROUNDED_FOR_INTEGER_STORAGE
20806,vmm-9e81b8385804ddd6fdc9aff0f1a81e51be09985d53be6e395769cc0d48f45a34,power_hp,802.2,802,ROUNDED_FOR_INTEGER_STORAGE
20842,vmm-d1999449ce0a6a42fa93df379ee5c9f412fc0244efbcfc6db113381b97c94b5b,power_hp,91.1,91,ROUNDED_FOR_INTEGER_STORAGE
20843,vmm-020f9a058af8caf232891fa3c288c3e1737d4cbc4dbad56a50ab55386c1ac93d,power_hp,91.1,91,ROUNDED_FOR_INTEGER_STORAGE
20887,vmm-018185424be50521baba034cb9f283f8a4fe06790b417e16f36b6e27990d3d11,power_hp,131.8,132,ROUNDED_FOR_INTEGER_STORAGE
20889,vmm-40b25781ea5eb26587a9d59bbb51d9bd4714a1f958e0fada233a8a9b264aca0c,power_hp,101.4,101,ROUNDED_FOR_INTEGER_STORAGE
20892,vmm-d9f0391da9f2b40cb57231d5cc902d7336092023602cf4205bc50a5e3327e950,power_hp,137.9,138,ROUNDED_FOR_INTEGER_STORAGE
21786,vmm-c8643d066e272e7ef539085b3beaa647e3be9d0f8cc5e5223b683eb56f297ce7,power_hp,116.6,117,ROUNDED_FOR_INTEGER_STORAGE
21787,vmm-9e0055228bef109c21b399e17bc9c88b8926486dd511879ebbbfd0fbca58f8e6,power_hp,116.6,117,ROUNDED_FOR_INTEGER_STORAGE
21847,vmm-f5bcb8ad4a33bc90f1e9df0338fb1a3523819fb015e7c617d0b34eb7c9d62500,power_hp,154.1,154,ROUNDED_FOR_INTEGER_STORAGE
21848,vmm-a9e6e7555d54bb1e569375780517d502a713e39a2821b8151c031ff40ffeec66,power_hp,162.2,162,ROUNDED_FOR_INTEGER_STORAGE
21849,vmm-b0a6b4bc20efbff8e79d9f27617a564b3ae5d36e36e927d4552aaef84c2c17e2,power_hp,101.4,101,ROUNDED_FOR_INTEGER_STORAGE
21853,vmm-fde3a6e8bda4ae5d5dd6ad18e4d7f463d54cd1a0b74a9017d68aaee399291b43,power_hp,98.3,98,ROUNDED_FOR_INTEGER_STORAGE
21855,vmm-60b9fe431e937d53b0ac50d18b4fcc3095d6f17973fb856df3f8bc816184a186,power_hp,137.9,138,ROUNDED_FOR_INTEGER_STORAGE
21869,vmm-ad0bc5f642ab944f1dc38bd169fb2962accd21ced5f3f3c76021d33fe4111bc9,power_hp,187.6,188,ROUNDED_FOR_INTEGER_STORAGE
21870,vmm-1546fca50c96e69290f790b70dbeccc1dcd6b575c2049bb8604c442ec69c4654,power_hp,187.6,188,ROUNDED_FOR_INTEGER_STORAGE
21871,vmm-732b76a8f0eb0724412813cfd033956f5c824cfcb43b1b76bd5aed6629de6449,power_hp,212.9,213,ROUNDED_FOR_INTEGER_STORAGE
21872,vmm-7a5f77a28b449916e0439b496d0784af7b94794b9867fb714712012c346a4f38,power_hp,278.8,279,ROUNDED_FOR_INTEGER_STORAGE
21873,vmm-cb2f6e5de6484df74f3fd9f6873189deb8198bbcd6124f30ac348a99fcf0b60e,power_hp,212.9,213,ROUNDED_FOR_INTEGER_STORAGE
21874,vmm-f1d45d63768cb641568e53381d677f5feef5e4b674438f99290cad3c97601226,power_hp,243.3,243,ROUNDED_FOR_INTEGER_STORAGE
21875,vmm-9b98ccf31532a319ccca6bc0675113b82aaf25acc9f96819b5d5ffc47ea7fa5d,power_hp,238.3,238,ROUNDED_FOR_INTEGER_STORAGE
21876,vmm-86ec06eef19c1521a7cbe7c89d3e30004c9ac5c91adcfb1f06c0cfc4a3016896,power_hp,310.2,310,ROUNDED_FOR_INTEGER_STORAGE
21877,vmm-47b8e54a005a18ff408786254c6928c3ec567fe83deadf0dac948f42777c6316,power_hp,238.3,238,ROUNDED_FOR_INTEGER_STORAGE
21878,vmm-f04c70f36333cee7fa39f8e1da45328788efd497601c86e05100a7cb53d0f183,power_hp,310.2,310,ROUNDED_FOR_INTEGER_STORAGE
21879,vmm-8fa783cb240e6ee77fd70427c85382b4d136d88667a36904f78e96592616d689,power_hp,410.6,411,ROUNDED_FOR_INTEGER_STORAGE
21880,vmm-34b47899de011ef88d4f090c45639a68186eea0a461bf090ee78ea6b2d6618be,power_hp,410.6,411,ROUNDED_FOR_INTEGER_STORAGE
21882,vmm-16faa7efc7560844beec2b755e61ee159e25c2c974cad4e99e1c91bf5069ae56,power_hp,263.6,264,ROUNDED_FOR_INTEGER_STORAGE
21883,vmm-b2d13a1f99efa7fee300815d50dd7b980644e32cb9ff98b506f8164d4ac840c1,power_hp,228.1,228,ROUNDED_FOR_INTEGER_STORAGE
21884,vmm-b75fef484382816c1a23bce849be5a77d151f9c8964c7bf314f647c76285f19e,power_hp,304.2,304,ROUNDED_FOR_INTEGER_STORAGE
21885,vmm-e041a274389a557ab9ffcc1581414ec40a07a37f128071f851cdad25ec41ddf1,power_hp,314.3,314,ROUNDED_FOR_INTEGER_STORAGE
21886,vmm-54fff252b6cbd3c21ec81ed9f89ac69c40a46995430a8233a1b505f26f194192,power_hp,228.1,228,ROUNDED_FOR_INTEGER_STORAGE
21887,vmm-4aa99c1433b3d1df87e80ea56e00f0b5dd6bfdd1efb8a1006e07f238487d8641,power_hp,304.2,304,ROUNDED_FOR_INTEGER_STORAGE
21888,vmm-9614ba6201fb0852ad66046bd58deaccd304656be78398dac2173ca3a3d31a34,power_hp,314.3,314,ROUNDED_FOR_INTEGER_STORAGE
21974,vmm-1aa4e6ff80aca6ff4c18a418a391ec11df28d88a2bd9a5828de679a615d4a4d0,power_hp,154.1,154,ROUNDED_FOR_INTEGER_STORAGE
21976,vmm-cdf24944b39bc09f79c52e23c931f4145720b70f9d8b7448e6ef7784771c3759,power_hp,118.6,119,ROUNDED_FOR_INTEGER_STORAGE
21977,vmm-3106af2d38aaf5ca28ed18f791c504e7a2727647e27e7f96e88b5014e1dfffe3,power_hp,123.7,124,ROUNDED_FOR_INTEGER_STORAGE
21980,vmm-f832315706f1989c0fe3b0d8626a3202fbece98d710eaf8cc59b00e05d558b18,power_hp,123.7,124,ROUNDED_FOR_INTEGER_STORAGE
21981,vmm-e0ddcc2433373fbadea8ed7a2853def0ec8ad5c227533e8fcbbed03a97166cba,power_hp,118.6,119,ROUNDED_FOR_INTEGER_STORAGE
21982,vmm-0f621eac9299591c0cfd8752714d70a8a6b34998cf73d2ac3d5bf50033e24289,power_hp,154.1,154,ROUNDED_FOR_INTEGER_STORAGE
22141,vmm-381346001d6e82138444aea2ba90a704e7812a2c488aee9c7b615fa2d89d5447,power_hp,529.9,530,ROUNDED_FOR_INTEGER_STORAGE
22486,vmm-263788f5ea2008e985424c5862fa56d7cdf9d53cf7070b58c5c1d50404776cea,power_hp,156.4,156,ROUNDED_FOR_INTEGER_STORAGE
22495,vmm-efd63809a6c8f15563b2a7d630ef51a1b732d7b4bd1b5d260b16baaf8997a96f,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
22497,vmm-d19930fc768aaf549e0e1560f6e8c9ca64d28026cad52581a61d1f74da0bf7dd,power_hp,425.8,426,ROUNDED_FOR_INTEGER_STORAGE
22498,vmm-906e3867a83c20dd87eac74c465d2eeea6e687e1c98f3251bf472deb804b0195,power_hp,547.5,548,ROUNDED_FOR_INTEGER_STORAGE
22534,vmm-20c19d5df399d8e9a4c4e3d764baf688ed599fbdbe0326841961be7917bebfa4,power_hp,308.6,309,ROUNDED_FOR_INTEGER_STORAGE
22535,vmm-d79c1c92877cc41cc41d5f80c6d18f83d3d7e2ce9d67612bfe8e9827fcd3a298,power_hp,308.6,309,ROUNDED_FOR_INTEGER_STORAGE
22536,vmm-21caab6c95bf599a88f97b3a0d39d380619b5f434e8d8f21815ae3c28e20e6c1,power_hp,314.3,314,ROUNDED_FOR_INTEGER_STORAGE
22537,vmm-c08ea4ddf34459efba63d69e4154d10ec77967ae009afc80cad97178d203c814,power_hp,314.3,314,ROUNDED_FOR_INTEGER_STORAGE
22538,vmm-fd80717f4dacb1e66deca96a073a8cf8dff9db21ea0eea0f4b562e9652b41eb4,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
22539,vmm-a9e2751df3de0c1ad883b9adab128eeb723a663e24bbad7fcb5e752c61c68bcc,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
22540,vmm-ba6dde2c1363093e05d03f36142784adb32e7de0932dbf84000b7bc052eeb955,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
22541,vmm-de183a387b72ea4d8691ee187520f7b93f0339e8e7c1c14203b0c333f8d1a303,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
22542,vmm-a5981fd9ca8f979753d03d88840f9266a0197f7cb413f22bc8087ca075fb40eb,power_hp,314.3,314,ROUNDED_FOR_INTEGER_STORAGE
22543,vmm-de4572ad8e0677496a05a29c3b8dc4bfdcbb0697f732a1d6c9610417fe9158ca,power_hp,314.3,314,ROUNDED_FOR_INTEGER_STORAGE
22544,vmm-848f986de250765b7760b9e49b62d3497062651e67f1db42b3ca9e2f55998e31,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
22545,vmm-94c31c168fae862ae269dac7d613ad7468f875e769212fc36ba815ad9e6d4369,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
22546,vmm-6fdd9106b86c76f851ba457784bc8bb0d097ff7f5ff553fff05e8d65106031d3,power_hp,308.2,308,ROUNDED_FOR_INTEGER_STORAGE
22547,vmm-9dce154a668fb78d66a6afd71958a3feedf893431eed07487d769f42d40d9943,power_hp,308.2,308,ROUNDED_FOR_INTEGER_STORAGE
22550,vmm-ab38fadbe21186fc2771668b1c31da23f604bff4a27947f408e2188044ea9cfb,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
